state,district,taluka,season,N,P,K,temperature,humidity,ph,rainfall,label,avg_price,yield_per_hectare
Andhra Pradesh,Andhra Pradesh_District_2,Andhra Pradesh_District_2_Taluka_3,Summer,64,45,32,22.034384046707924,84.78817978367597,6.688425557955279,1101.240915162214,cotton,110.7566473926093,1348.4429041275248
Andhra Pradesh,Andhra Pradesh_District_2,Andhra Pradesh_District_2_Taluka_4,Kharif,64,48,55,36.85707141115962,69.9432733244268,7.236962332599261,1608.7485424244123,wheat,100.8120379564417,2193.4882643229316
Andhra Pradesh,Andhra Pradesh_District_2,Andhra Pradesh_District_2_Taluka_5,Rabi,77,47,39,35.85117996979956,66.96711209578254,7.518600387910157,1633.7460798775892,banana,110.6828441545754,1398.6909486461977
Andhra Pradesh,Andhra Pradesh_District_2,Andhra Pradesh_District_2_Taluka_6,Summer,111,32,22,18.139042610623815,65.53736512887829,6.543527507871947,555.3724967531684,sugarcane,46.94123337985215,1337.0761489451033
Andhra Pradesh,Andhra Pradesh_District_2,Andhra Pradesh_District_2_Taluka_7,Summer,81,51,43,32.060379177903556,58.1814801189647,7.929455206802402,1739.915671907378,soybean,89.63042728397883,2366.9952978337724
Andhra Pradesh,Andhra Pradesh_District_3,Andhra Pradesh_District_3_Taluka_1,Kharif,105,36,21,28.05358046457723,42.57393756249947,6.196616160591528,1653.225417546646,sugarcane,88.07054515547668,1968.0560832977
Andhra Pradesh,Andhra Pradesh_District_3,Andhra Pradesh_District_3_Taluka_2,Rabi,81,25,51,29.85393447758787,44.04266631663576,6.424136140153511,587.4559012438814,soybean,56.77831327192532,2191.072827305875
Andhra Pradesh,Andhra Pradesh_District_3,Andhra Pradesh_District_3_Taluka_3,Rabi,135,30,35,34.70604991178476,56.039003248586795,5.966296275999635,265.2402264876223,cotton,52.595890520188476,1284.5303046442064
Andhra Pradesh,Andhra Pradesh_District_3,Andhra Pradesh_District_3_Taluka_4,Rabi,116,38,39,30.903455808188998,48.718321450249576,7.227344345256165,818.7765540808598,wheat,103.7710105907328,2286.5182574864175
Andhra Pradesh,Andhra Pradesh_District_3,Andhra Pradesh_District_3_Taluka_5,Kharif,138,42,50,35.54678706761962,52.89708138575778,7.149960115085447,1507.5555203219453,rice,71.66358912710143,1373.8241846268998
Andhra Pradesh,Andhra Pradesh_District_3,Andhra Pradesh_District_3_Taluka_6,Kharif,97,31,24,36.00836114326661,71.65507286366339,6.347574477621752,758.7353193802575,groundnut,104.66611422383059,2683.913442131803
Andhra Pradesh,Andhra Pradesh_District_3,Andhra Pradesh_District_3_Taluka_7,Rabi,82,43,30,36.71269988441895,79.26703255569717,7.1724706367855715,1129.0985942983275,groundnut,30.14715428660321,2259.7038920377227
Andhra Pradesh,Andhra Pradesh_District_3,Andhra Pradesh_District_3_Taluka_8,Kharif,67,37,21,31.837903953853864,72.59806297513003,6.0606732736514,1339.4867541560575,rice,69.38937151834347,1193.4099602869233
Andhra Pradesh,Andhra Pradesh_District_3,Andhra Pradesh_District_3_Taluka_9,Summer,116,36,52,28.850804611097985,65.440703841938,7.090831545464738,600.7389097689346,soybean,117.30105547524455,1664.8149942668729
Andhra Pradesh,Andhra Pradesh_District_4,Andhra Pradesh_District_4_Taluka_1,Summer,76,53,40,28.052741862103844,68.84519423131795,6.73129423454716,512.3887804768713,maize,69.91933798847523,2058.409238260203
Andhra Pradesh,Andhra Pradesh_District_4,Andhra Pradesh_District_4_Taluka_2,Kharif,66,47,49,37.07857154005175,85.74321951102243,6.425396750638611,224.73058644618789,groundnut,53.07503046705137,2016.0829270380777
Andhra Pradesh,Andhra Pradesh_District_4,Andhra Pradesh_District_4_Taluka_3,Summer,109,52,40,21.81822062300692,53.42374284450784,6.713199685690789,796.2989873504789,wheat,113.6154774160781,2331.2655526849403
Andhra Pradesh,Andhra Pradesh_District_4,Andhra Pradesh_District_4_Taluka_4,Rabi,73,51,41,25.17293562592328,52.70818245348694,6.238226471047347,716.0812227817609,groundnut,89.7015740995268,2345.46498477164
Andhra Pradesh,Andhra Pradesh_District_4,Andhra Pradesh_District_4_Taluka_5,Summer,91,45,54,23.124138871889162,70.57568554328402,5.703985451000601,208.29578043837884,cotton,99.82951789667752,2229.9206477110833
Andhra Pradesh,Andhra Pradesh_District_4,Andhra Pradesh_District_4_Taluka_6,Rabi,65,33,31,35.7323429790132,41.38083859368523,6.947162238768897,901.5585968289391,banana,23.59422737967421,1824.3156398914123
Andhra Pradesh,Andhra Pradesh_District_4,Andhra Pradesh_District_4_Taluka_7,Summer,111,41,41,23.00502721031728,41.94173672147116,6.258163786683057,1059.3318835146488,maize,72.22432600548044,2493.985816816944
Andhra Pradesh,Andhra Pradesh_District_4,Andhra Pradesh_District_4_Taluka_8,Kharif,117,25,51,28.62709263136296,67.03175608050532,7.093574753745516,1361.7461339562585,maize,116.9536867114159,2372.109229195895
Andhra Pradesh,Andhra Pradesh_District_4,Andhra Pradesh_District_4_Taluka_9,Summer,66,38,47,32.88085285998231,52.543026367333056,5.960834185828425,329.3967465875163,banana,89.59742060936979,1699.6964777113938
Andhra Pradesh,Andhra Pradesh_District_4,Andhra Pradesh_District_4_Taluka_10,Rabi,50,53,51,28.984533294122407,75.72979613500311,7.150493441794328,647.8942351135086,groundnut,71.66962574265666,2245.644922700367
Andhra Pradesh,Andhra Pradesh_District_5,Andhra Pradesh_District_5_Taluka_1,Rabi,116,31,45,25.119453573025233,77.89230552321845,5.5359837215743894,385.716224811066,maize,29.415698826856012,1485.1092806608472
Andhra Pradesh,Andhra Pradesh_District_5,Andhra Pradesh_District_5_Taluka_2,Rabi,118,31,35,19.95668321302003,64.58079375584163,6.683679426951414,477.12299185602427,soybean,84.97736826427634,905.7296332334743
Andhra Pradesh,Andhra Pradesh_District_5,Andhra Pradesh_District_5_Taluka_3,Rabi,118,55,53,23.21787246683428,40.76522701451924,7.8335907701987075,1001.6638142644148,groundnut,85.8693631618945,1158.4557395791453
Andhra Pradesh,Andhra Pradesh_District_5,Andhra Pradesh_District_5_Taluka_4,Summer,51,47,51,36.80460482849915,68.77370889379395,6.470424815516305,1229.2611495077651,rice,101.1204176736003,2605.4068466367016
Andhra Pradesh,Andhra Pradesh_District_5,Andhra Pradesh_District_5_Taluka_5,Summer,114,52,59,36.107012839121275,49.78955673946482,5.673403252187914,361.2448022038826,wheat,23.896313231023363,2160.158545543364
Andhra Pradesh,Andhra Pradesh_District_5,Andhra Pradesh_District_5_Taluka_6,Summer,130,45,27,25.7079324193113,74.08068344863949,6.3515614236606,617.111245177445,banana,31.816482762165627,2332.8217638011315
Andhra Pradesh,Andhra Pradesh_District_5,Andhra Pradesh_District_5_Taluka_7,Kharif,124,48,55,26.358920634311573,88.37902757601238,6.869929708120218,877.5535076929897,groundnut,100.6834739267264,2979.1113124014814
Andhra Pradesh,Andhra Pradesh_District_5,Andhra Pradesh_District_5_Taluka_8,Rabi,73,42,51,35.16825503686024,61.44970136875092,7.377177669478743,1407.2685985354917,rice,57.772888617629484,1975.5204417672396
Andhra Pradesh,Andhra Pradesh_District_5,Andhra Pradesh_District_5_Taluka_9,Kharif,135,32,38,25.784033574683264,40.54188257401492,7.76345494104816,346.05868285781366,banana,115.68008851264564,2288.893789733467
Andhra Pradesh,Andhra Pradesh_District_6,Andhra Pradesh_District_6_Taluka_1,Summer,65,24,54,30.04881851802238,67.68515261729004,6.031819737560572,1713.9112686107044,groundnut,98.96181427945538,1000.6534267071188
Andhra Pradesh,Andhra Pradesh_District_6,Andhra Pradesh_District_6_Taluka_2,Rabi,107,58,33,28.990577646474712,62.07652506866885,7.71926045689575,761.4640200833259,wheat,116.86519439741349,2313.666022385086
Andhra Pradesh,Andhra Pradesh_District_6,Andhra Pradesh_District_6_Taluka_3,Rabi,66,57,26,26.52182950093882,51.12882087855152,6.491629004885629,1627.0350540428426,wheat,28.134878064189976,986.6429709874222
Andhra Pradesh,Andhra Pradesh_District_6,Andhra Pradesh_District_6_Taluka_4,Summer,57,20,41,34.25599134515005,87.36242886919294,7.965002659557177,1405.4050964143066,soybean,90.81811955831998,1859.6673735210538
Andhra Pradesh,Andhra Pradesh_District_6,Andhra Pradesh_District_6_Taluka_5,Rabi,88,46,29,36.12708770189472,45.559874115307565,6.731562760727147,218.16583162787052,cotton,77.14730252050106,2430.1424940034703
Andhra Pradesh,Andhra Pradesh_District_6,Andhra Pradesh_District_6_Taluka_6,Kharif,88,20,22,29.667375301943192,88.10862742372709,6.43717644880926,657.1393380509771,groundnut,72.83701212972092,1759.9388295344231
Andhra Pradesh,Andhra Pradesh_District_6,Andhra Pradesh_District_6_Taluka_7,Rabi,93,51,40,18.868015665963455,86.2321665111798,7.797789288196649,604.7842687827858,sugarcane,116.9302535619099,1950.8152571743274
Andhra Pradesh,Andhra Pradesh_District_6,Andhra Pradesh_District_6_Taluka_8,Kharif,98,33,34,27.090821295355465,71.37790400420317,6.96078577980775,1641.8528167855823,rice,111.52543416691063,2909.1452962972617
Andhra Pradesh,Andhra Pradesh_District_7,Andhra Pradesh_District_7_Taluka_1,Rabi,125,43,47,24.713201295939264,48.483995194778274,7.117120904171809,821.2294143837955,cotton,78.3656111850872,971.0162013229667
Andhra Pradesh,Andhra Pradesh_District_7,Andhra Pradesh_District_7_Taluka_2,Kharif,113,46,36,23.595270143378915,60.56033604360931,7.006954705058247,633.5322280242078,maize,111.09271844938425,2609.581934430972
Andhra Pradesh,Andhra Pradesh_District_7,Andhra Pradesh_District_7_Taluka_3,Rabi,118,44,21,19.654968400706124,83.83307429628964,6.878969681360175,463.7348178192015,groundnut,57.64633668780496,2583.2173277200327
Andhra Pradesh,Andhra Pradesh_District_7,Andhra Pradesh_District_7_Taluka_4,Summer,98,30,40,32.99156599952144,59.64947244894296,7.572910551766286,1110.5303506651962,rice,66.86931597949703,1712.6029051428634
Andhra Pradesh,Andhra Pradesh_District_7,Andhra Pradesh_District_7_Taluka_5,Kharif,70,25,47,34.258020182601555,89.98588366430653,7.991592092684764,1088.690728964204,maize,92.61208440718481,2465.578644493403
Andhra Pradesh,Andhra Pradesh_District_7,Andhra Pradesh_District_7_Taluka_6,Summer,66,40,33,22.100906570130498,52.57212197558992,6.186829492564772,531.5642384128903,rice,87.17006844058567,2159.882129007371
Andhra Pradesh,Andhra Pradesh_District_7,Andhra Pradesh_District_7_Taluka_7,Summer,121,58,45,27.963303732917858,63.81053483945071,7.578428725156253,692.443583633679,rice,75.19068387744855,2034.0635373778498
Andhra Pradesh,Andhra Pradesh_District_7,Andhra Pradesh_District_7_Taluka_8,Rabi,106,36,42,33.10274511347238,71.01547756767323,7.260199420248059,540.7426584142572,soybean,81.7263712097292,2957.0179952032313
Andhra Pradesh,Andhra Pradesh_District_7,Andhra Pradesh_District_7_Taluka_9,Rabi,131,49,34,26.749498440474582,85.20793472468742,6.370638667558251,1022.3831826556973,groundnut,111.0471278403273,1455.510793392291
Andhra Pradesh,Andhra Pradesh_District_7,Andhra Pradesh_District_7_Taluka_10,Rabi,100,36,24,33.92943551347754,62.96734039730862,7.605228537546774,1430.268386104636,cotton,65.91357562382613,2956.0716656280497
Andhra Pradesh,Andhra Pradesh_District_7,Andhra Pradesh_District_7_Taluka_11,Kharif,115,32,30,19.51726656217328,46.44398609553246,5.820114597394431,443.04430961967097,soybean,89.76675736969318,1196.1479991684569
Andhra Pradesh,Andhra Pradesh_District_7,Andhra Pradesh_District_7_Taluka_12,Kharif,116,51,22,28.304721097284215,88.65551746350522,7.004838488852401,558.1585054501129,maize,36.893506307216455,1412.898745870309
Andhra Pradesh,Andhra Pradesh_District_8,Andhra Pradesh_District_8_Taluka_1,Kharif,119,20,24,27.215575360654515,50.31668592028963,6.410674652620188,1005.467633367771,maize,52.1582764680029,1003.0392897032414
Andhra Pradesh,Andhra Pradesh_District_8,Andhra Pradesh_District_8_Taluka_2,Summer,135,49,36,23.537552962944076,80.31006398965306,7.370649225959146,495.2336309702037,banana,73.65906459873325,2832.891870036353
Andhra Pradesh,Andhra Pradesh_District_8,Andhra Pradesh_District_8_Taluka_3,Rabi,139,47,42,28.62531507947068,76.02580306957324,5.655853406278103,436.3825470499627,sugarcane,91.33495858845524,2769.4550429118385
Andhra Pradesh,Andhra Pradesh_District_8,Andhra Pradesh_District_8_Taluka_4,Rabi,67,57,54,25.94327665008165,45.243458326624044,7.343513015234548,491.6542055615329,banana,52.20791655831783,1265.1856153923982
Andhra Pradesh,Andhra Pradesh_District_8,Andhra Pradesh_District_8_Taluka_5,Rabi,93,44,36,24.858537285565205,63.69849707152781,6.387760758198262,1238.1165444665216,wheat,28.69202880874237,1981.634392000805
Andhra Pradesh,Andhra Pradesh_District_8,Andhra Pradesh_District_8_Taluka_6,Rabi,57,59,38,25.575452519025788,56.87234169359591,7.7491184928625305,1172.0883556697165,sugarcane,55.60967258978462,2970.3335473445554
Andhra Pradesh,Andhra Pradesh_District_8,Andhra Pradesh_District_8_Taluka_7,Kharif,82,41,40,21.057182783686642,52.29788641922541,5.90170343314889,498.50723848208924,soybean,100.58648867411435,922.4376765853458
Andhra Pradesh,Andhra Pradesh_District_8,Andhra Pradesh_District_8_Taluka_8,Kharif,52,50,59,31.93922924732843,89.86277673841971,7.7415256574350515,1121.597468489056,sugarcane,106.55071258939803,2597.5585560884156
Andhra Pradesh,Andhra Pradesh_District_8,Andhra Pradesh_District_8_Taluka_9,Kharif,100,21,34,28.70073464089821,63.8309742063206,7.596456396756562,528.1240962391346,wheat,52.367923640424365,1735.9601649561168
Andhra Pradesh,Andhra Pradesh_District_8,Andhra Pradesh_District_8_Taluka_10,Kharif,69,31,20,30.21240084883265,54.43152766201279,6.953095553556531,446.9803444387237,cotton,52.064219215951425,2106.542814627377
Andhra Pradesh,Andhra Pradesh_District_9,Andhra Pradesh_District_9_Taluka_1,Rabi,59,24,42,28.978439597779545,50.08652311651179,7.211428869699583,340.5889779882509,banana,88.15027222239293,2472.5012917573104
Andhra Pradesh,Andhra Pradesh_District_9,Andhra Pradesh_District_9_Taluka_2,Summer,64,43,57,26.23681828294537,57.44341332714977,7.823822860619565,1528.9910524603665,cotton,60.85182929359169,2852.4637476199
Andhra Pradesh,Andhra Pradesh_District_9,Andhra Pradesh_District_9_Taluka_3,Summer,58,53,31,25.584571699276008,86.32247117948556,7.3039913768781926,276.95143034254033,maize,33.97723766262895,2549.5880860917587
Andhra Pradesh,Andhra Pradesh_District_9,Andhra Pradesh_District_9_Taluka_4,Rabi,109,49,54,21.285315958619858,80.72873601156911,7.1629930517405,1036.9046796305909,cotton,51.61965822964946,2094.2746867491246
Andhra Pradesh,Andhra Pradesh_District_9,Andhra Pradesh_District_9_Taluka_5,Rabi,89,27,58,32.27564909710652,84.98337226460865,7.060253860454594,1063.6496990634128,banana,70.27203900924792,1310.867929322998
Andhra Pradesh,Andhra Pradesh_District_9,Andhra Pradesh_District_9_Taluka_6,Kharif,115,33,59,22.580507818495928,67.14246553067045,6.578820357841106,732.5052574599748,sugarcane,53.49056146570861,1106.398559859452
Andhra Pradesh,Andhra Pradesh_District_9,Andhra Pradesh_District_9_Taluka_7,Summer,78,52,49,35.87785166101915,79.42986056122655,5.879187199331878,698.7553084728772,maize,97.8571939050751,1114.8815682066331
Andhra Pradesh,Andhra Pradesh_District_9,Andhra Pradesh_District_9_Taluka_8,Rabi,115,29,24,35.53531273523499,57.10408743579538,7.553143261680033,377.0107791283316,cotton,65.70002192816784,2128.7073185595273
Andhra Pradesh,Andhra Pradesh_District_9,Andhra Pradesh_District_9_Taluka_9,Summer,78,27,24,27.727149639912156,60.44775885427466,7.429704951495612,219.52491570887122,sugarcane,89.39484444671,1993.9937753647116
Andhra Pradesh,Andhra Pradesh_District_9,Andhra Pradesh_District_9_Taluka_10,Summer,76,24,39,21.631954336028514,85.42252806668142,6.9584794869153015,841.3622668218238,banana,48.79296164757261,2152.8905789358396
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_1,Kharif,111,37,44,23.120310637073246,76.30477930312003,6.982407263147054,363.54026276031937,groundnut,89.66508238768922,2829.49863859005
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_2,Summer,80,28,48,20.084939321036188,82.02198159902115,7.776715495639283,396.4972509531741,maize,118.48411989623345,2645.575790181055
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_3,Rabi,136,20,59,30.157887875885173,58.96528491927744,7.360624129608222,528.92769340102,rice,20.463202300460285,1533.6981777205172
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_4,Summer,74,45,30,36.4592046359697,63.28500611594066,6.702092445222684,1669.5275599028819,groundnut,42.4604822939982,1795.3669354919255
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_5,Summer,103,43,44,27.967355454789594,60.946272475227396,7.78711475267025,779.830238586613,banana,47.758717262941815,1284.2138709784135
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_6,Rabi,134,26,36,37.2214063493891,47.43313638765565,6.53656030931756,336.5594689258302,maize,38.446287141885605,1459.1110058862496
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_7,Kharif,136,38,51,27.364636568827585,71.24879935255261,6.444314868600423,1538.5037012677326,sugarcane,26.57086394283524,2506.160756729023
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_8,Summer,115,47,49,29.19280662616436,47.76201229653562,5.954820326238178,1578.8569936216277,banana,95.32462207474508,1399.0640803846586
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_9,Summer,83,52,42,37.57862871231922,81.98944297282853,7.667484400028808,852.7751925837515,rice,42.19721619329495,1308.364552493757
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_10,Summer,121,56,22,35.74920965027006,67.8360792391683,7.302032740776267,1488.5039477726482,groundnut,92.22669318556592,2682.5322298338288
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_11,Summer,65,23,56,20.82163697555427,60.319615413676104,6.309975152766999,339.0800239205589,wheat,28.550853085446807,1257.34976132126
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_12,Summer,68,55,48,26.428491011849957,84.63358555384875,7.543608904346103,746.9077627166016,wheat,102.51073314226598,1598.730266829199
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_13,Summer,61,39,24,24.903842897625513,78.69172616006702,6.406894736664864,1577.7088319595546,sugarcane,114.84533069621567,2479.932747151474
Andhra Pradesh,Andhra Pradesh_District_10,Andhra Pradesh_District_10_Taluka_14,Kharif,123,49,42,33.99710511894631,61.260675223461675,5.5561732708002936,629.8837750159137,groundnut,89.88458531609044,1685.6100959133573
Andhra Pradesh,Andhra Pradesh_District_11,Andhra Pradesh_District_11_Taluka_1,Rabi,71,23,45,28.513803646053717,48.583964292415175,6.180768316298423,229.42508247594677,wheat,72.96616786550811,2593.1197424854054
Andhra Pradesh,Andhra Pradesh_District_11,Andhra Pradesh_District_11_Taluka_2,Kharif,87,53,36,26.104961760553774,64.87324469899453,7.30050645408074,370.52596820587894,soybean,33.68856300688073,2780.041012065831
Andhra Pradesh,Andhra Pradesh_District_11,Andhra Pradesh_District_11_Taluka_3,Rabi,89,53,31,30.661961267148953,64.71369250691357,6.9332359454485015,1540.9711410852733,maize,58.31385282494975,1941.6189516222425
Andhra Pradesh,Andhra Pradesh_District_11,Andhra Pradesh_District_11_Taluka_4,Rabi,103,20,55,33.41971851070957,43.41248526770458,7.592697476757573,899.5094341715896,cotton,91.90459051842456,1453.6677743709852
Andhra Pradesh,Andhra Pradesh_District_11,Andhra Pradesh_District_11_Taluka_5,Summer,103,53,43,36.73659478649516,76.62860486051252,6.0373509464768915,249.89301609805548,cotton,36.20138778915846,2651.365252682095
Andhra Pradesh,Andhra Pradesh_District_11,Andhra Pradesh_District_11_Taluka_6,Kharif,111,53,28,33.41824407491644,45.32991265668859,5.687844454339522,1365.1020099257653,rice,90.4925549688953,2116.22932818994
Andhra Pradesh,Andhra Pradesh_District_11,Andhra Pradesh_District_11_Taluka_7,Kharif,88,54,22,19.555306881579142,40.116969531288916,7.919248470517716,208.40610969341586,cotton,56.09738969400268,1001.4805613185952
Andhra Pradesh,Andhra Pradesh_District_11,Andhra Pradesh_District_11_Taluka_8,Summer,98,36,29,31.811204648912813,66.06503337067846,5.716763029655459,1733.0732688062885,sugarcane,93.22248864095612,2574.4345252951894
Andhra Pradesh,Andhra Pradesh_District_11,Andhra Pradesh_District_11_Taluka_9,Summer,129,25,27,22.993360177183717,64.47124818215703,6.053023604549006,1780.268812794635,maize,86.99174645500392,897.1639629622204
Andhra Pradesh,Andhra Pradesh_District_11,Andhra Pradesh_District_11_Taluka_10,Summer,66,42,45,29.358904611052587,85.77441487940209,5.5848649464644975,1315.872427594944,rice,39.259902778563045,1053.6204467440257
Andhra Pradesh,Andhra Pradesh_District_11,Andhra Pradesh_District_11_Taluka_11,Summer,136,48,37,32.90129096240441,42.74413073232375,6.63785921259039,1035.8953217138703,banana,23.700763471549262,2111.793732660517
Andhra Pradesh,Andhra Pradesh_District_11,Andhra Pradesh_District_11_Taluka_12,Summer,109,53,22,31.925775517562794,56.9937481884033,7.311916928821904,304.5701452783078,banana,100.39769794008976,1984.4832788377325
Andhra Pradesh,Andhra Pradesh_District_11,Andhra Pradesh_District_11_Taluka_13,Rabi,74,32,37,28.403362197574637,61.34085283274322,7.691663444656124,868.0097344446274,sugarcane,107.00988739009298,846.7927038708517
Andhra Pradesh,Andhra Pradesh_District_12,Andhra Pradesh_District_12_Taluka_1,Kharif,62,37,51,36.651798188505055,43.501485287373555,5.5237135840712455,284.29413756356576,rice,60.193091360924214,1855.7263646685994
Andhra Pradesh,Andhra Pradesh_District_12,Andhra Pradesh_District_12_Taluka_2,Kharif,65,29,49,26.355335643346677,61.06785011385351,7.343955753972229,582.0434332292837,sugarcane,66.73107665376526,1453.406328200741
Andhra Pradesh,Andhra Pradesh_District_12,Andhra Pradesh_District_12_Taluka_3,Rabi,117,37,56,18.84186379272724,40.89369673667069,7.969305974340079,884.4370139773797,rice,59.16301405403561,1073.762626053084
Andhra Pradesh,Andhra Pradesh_District_12,Andhra Pradesh_District_12_Taluka_4,Summer,86,56,25,37.64661030160163,84.20994890657515,7.001996116105495,1645.9583474804328,wheat,36.70339460920752,2980.5709775013484
Andhra Pradesh,Andhra Pradesh_District_12,Andhra Pradesh_District_12_Taluka_5,Summer,121,39,48,30.992932979847367,70.38683974394296,6.781721277541271,569.0716987484138,wheat,58.40906114912496,880.8102623385499
Andhra Pradesh,Andhra Pradesh_District_12,Andhra Pradesh_District_12_Taluka_6,Rabi,52,25,24,19.156853531267927,88.45513150704056,7.709464712408565,1684.4036531123406,wheat,72.50315008602682,1372.51340949336
Andhra Pradesh,Andhra Pradesh_District_12,Andhra Pradesh_District_12_Taluka_7,Summer,99,37,36,21.0779181267971,80.79165624953089,6.061101429591652,558.1081837161969,banana,23.486516023382492,2768.8271707012477
Andhra Pradesh,Andhra Pradesh_District_12,Andhra Pradesh_District_12_Taluka_8,Kharif,60,22,47,27.533536566607367,42.21883317666184,7.630483833367519,256.6757894696721,banana,85.52419806390218,2011.8862153401064
Andhra Pradesh,Andhra Pradesh_District_12,Andhra Pradesh_District_12_Taluka_9,Summer,137,34,57,23.195075675206525,76.17100568442925,6.739689337696927,329.6739454522367,cotton,30.94688600544539,2767.8558481297487
Andhra Pradesh,Andhra Pradesh_District_12,Andhra Pradesh_District_12_Taluka_10,Kharif,130,59,51,28.321580408872332,85.325685972229,6.928297354798936,1259.3792161705035,groundnut,76.5731963995791,1387.462194372727
Andhra Pradesh,Andhra Pradesh_District_12,Andhra Pradesh_District_12_Taluka_11,Rabi,137,38,35,31.169036693168508,82.52908645471209,7.668235502399506,1333.3807627440556,sugarcane,43.86900313010175,2846.198771121425
Andhra Pradesh,Andhra Pradesh_District_13,Andhra Pradesh_District_13_Taluka_1,Summer,76,57,26,35.632742655407,88.06576440924536,6.663675021924959,1606.5143683650106,wheat,32.88698674734452,1537.2614793701123
Andhra Pradesh,Andhra Pradesh_District_13,Andhra Pradesh_District_13_Taluka_2,Rabi,88,50,37,34.35934048238124,81.6067088978871,6.768669334402091,210.21739474693373,groundnut,28.409822446798465,1518.1538683072445
Andhra Pradesh,Andhra Pradesh_District_13,Andhra Pradesh_District_13_Taluka_3,Kharif,66,59,50,25.533907239735974,40.45362023263625,7.546698551249604,405.5179489491062,sugarcane,96.1027902502028,1990.7864730874426
Andhra Pradesh,Andhra Pradesh_District_13,Andhra Pradesh_District_13_Taluka_4,Rabi,112,47,34,36.64056211020035,45.12548639953396,7.8430712180911275,1300.6171556813013,wheat,114.7297888256338,1166.030691250999
Andhra Pradesh,Andhra Pradesh_District_13,Andhra Pradesh_District_13_Taluka_5,Rabi,66,29,20,19.158409211175965,43.7347208878927,7.631036647996619,1784.2373964010353,banana,116.88778552856915,2449.2340298344343
Andhra Pradesh,Andhra Pradesh_District_13,Andhra Pradesh_District_13_Taluka_6,Summer,101,31,26,19.31252289148026,81.07564737037205,6.429583823096811,1510.05702937135,sugarcane,88.32953766065052,1780.9859540288462
Andhra Pradesh,Andhra Pradesh_District_13,Andhra Pradesh_District_13_Taluka_7,Rabi,78,23,36,20.04387239387438,82.7104887230783,6.817560240529655,1521.4732252798347,sugarcane,42.07696127887604,981.2383003548539
